Geo Point;Geo Shape;code_insee;commune;pole;existant;hierarchisation;type_reseau;type_amenagement;longueur_m;annee_creation;annee_refection;num_rev
43.62640814284625, 1.443758859362261;"{""coordinates"": [[[1.443259359257098, 43.62605906076454], [1.443339695173657, 43.6262497338399], [1.444286313236811, 43.62663687589321], [1.44435591642472, 43.62664835393722]]], ""type"": ""MultiLineString""}";31555;Toulouse;Nord;non;2;RC;piste cyclable;115;0;0;
43.56967195601376, 1.4988675433151635;"{""coordinates"": [[[1.499321168221745, 43.56824504947881], [1.498972395364697, 43.56927090087321], [1.498548632319348, 43.570632070019116], [1.498575580835927, 43.57112235867347]]], ""type"": ""MultiLineString""}";31555;Toulouse;Est;non;2;RC;bande cyclable;327;0;0;
43.67991441311663, 1.4318919373073715;"{""coordinates"": [[[1.430552778835788, 43.67951304286197], [1.430688429725323, 43.679616467598926], [1.430908545558552, 43.6797870624622], [1.431483433669262, 43.679837171991316], [1.432004586207532, 43.67991056473354], [1.432670566034555, 43.6800515058528], [1.433280908541595, 43.68025555278563]]], ""type"": ""MultiLineString""}";31186;Fonbeauzard;Nord;oui;2;RC;piste cyclable;241;2018;0;
43.70404728974702, 1.3752714839808202;"{""coordinates"": [[[1.37661986550986, 43.704534185340925], [1.376557662824657, 43.70459042643946], [1.376485097434159, 43.70454377709954], [1.376347210781159, 43.70447620537285], [1.373897037422883, 43.703497781484494]]], ""type"": ""MultiLineString""}";31205;Gagnac-sur-Garonne;Nord;non;2;RC;;254;0;0;
43.68286848734041, 1.4456990125607232;"{""coordinates"": [[[1.443626477423088, 43.68275667605142], [1.443872946803083, 43.68268976465477], [1.444132888230796, 43.68265195213473], [1.445440272253479, 43.68282755933078], [1.446578504984525, 43.68297544533069], [1.447779126189611, 43.68312667191413]]], ""type"": ""MultiLineString""}";31282;Launaguet;Nord;oui;2;RC;voie verte;340;2023;0;
43.66696628594196, 1.4411282074083505;"{""coordinates"": [[[1.442036396894072, 43.66760711632089], [1.441458804065932, 43.66720709696636], [1.440618918270691, 43.66663467609535], [1.440279184908318, 43.666258270729394]]], ""type"": ""MultiLineString""}";31282;Launaguet;Nord;non;1;RC;;207;0;0;REV 14
43.606691835880746, 1.2831589067559221;"{""coordinates"": [[[1.282450837415409, 43.60524931582029], [1.282512278165173, 43.60531831061599], [1.282624020516842, 43.60550920361162], [1.282723284996089, 43.605801034613464], [1.282822664725919, 43.606088362256685], [1.282824823607207, 43.606103662871355], [1.282795425750419, 43.60612650348472], [1.282840107390622, 43.60624606382131], [1.28289310140861, 43.60637050282423], [1.282945058867073, 43.60648291142326], [1.282992580867021, 43.606581236940514], [1.283061810379759, 43.606713428829664], [1.283170102483167, 43.60690777013217], [1.283355662761896, 43.60724193239247], [1.283411374211599, 43.60734338439999], [1.283448400295929, 43.60744756039968], [1.283479723799814, 43.60753864644173], [1.28347852307496, 43.60759543908013], [1.283731913853334, 43.60755089129915], [1.283782690998104, 43.60757406182907], [1.283861485897867, 43.60759837210115], [1.283923290565816, 43.607630327238454], [1.283972320419098, 43.60767510876441], [1.283994304135342, 43.60772649826028], [1.284009656311094, 43.60775288251837], [1.284056375627427, 43.60779700492012], [1.284039286451584, 43.607866336490524]]], ""type"": ""MultiLineString""}";31417;Pibrac;Ouest;oui;3;RC;piste cyclable;345;2017;0;
43.672826259313254, 1.2946787173113272;"{""coordinates"": [[[1.293582448487945, 43.67184493855253], [1.293624869837552, 43.672102680861734], [1.293691542492594, 43.67238997740315], [1.29378748485472, 43.6725687345599], [1.293903322335148, 43.67265306132809], [1.294056980184087, 43.67273679139657], [1.294296833355811, 43.67281090421205], [1.294619711611952, 43.67290848866545], [1.29505022806275, 43.67303733727715], [1.295440541861399, 43.67315446149635], [1.295945085923783, 43.67329912684643], [1.296214244002039, 43.673337551186314]]], ""type"": ""MultiLineString""}";31351;Mondonville;Ouest;non;2;RC;;298;0;0;
43.66126462131773, 1.4828677899676106;"{""coordinates"": [[[1.482891381364531, 43.66134949278288], [1.482862005758288, 43.66130764221366], [1.482841889626803, 43.66125545442859], [1.482902863690214, 43.66118400860178]]], ""type"": ""MultiLineString""}";31561;L'Union;Nord;non;2;RC;;21;0;0;
43.66434473105121, 1.3737210586890065;"{""coordinates"": [[[1.372221832712204, 43.66394480016225], [1.372429504815507, 43.66398017477729], [1.372586352930654, 43.66400556183337], [1.372868100971573, 43.66405743083286], [1.37322541433719, 43.66414899579909], [1.374565061089998, 43.66462585717688], [1.374996849723263, 43.664762925040975], [1.375197767721238, 43.66483180530053]]], ""type"": ""MultiLineString""}";31056;Beauzelle;Ouest;oui;1 V;RC;bande cyclable;260;2013;0;REV 9 V
43.68198829912084, 1.3398918022908168;"{""coordinates"": [[[1.330665558389286, 43.685356976538976], [1.331244122460756, 43.68514260382296], [1.33172826401351, 43.68496145066032], [1.332144491543778, 43.68486484786061], [1.332854730469672, 43.68472827014007], [1.333331131466433, 43.684618948912934], [1.333934259613504, 43.684416133502296], [1.334526925865726, 43.684216059597865], [1.335135535113938, 43.68407478462019], [1.336095586133105, 43.68388930033557], [1.336446522628567, 43.68379778236976], [1.336594427772587, 43.68376313362539], [1.33670910525127, 43.683766038340316], [1.337149849780253, 43.68376140807742], [1.337328859574142, 43.68373744087555], [1.337464847417035, 43.683713093114484], [1.337619381281902, 43.68367187838072], [1.338079221364836, 43.68353873733344], [1.33906697445827, 43.6832550745984], [1.339698478382465, 43.68306856177294], [1.339840054125689, 43.68302250044131], [1.339975529102027, 43.68295083712548], [1.340109885647669, 43.68286875815859], [1.340338260968813, 43.682698567772704], [1.340584392686606, 43.68248028016944], [1.340895629592378, 43.68218876436694], [1.340969877233223, 43.68211467023895], [1.341415097082119, 43.681684300897636], [1.341706269024924, 43.68142193653116], [1.341926138441315, 43.68121476937209], [1.342194234867977, 43.68100802431885], [1.342570124308216, 43.68074734834844], [1.343467380214176, 43.680256594345316], [1.343762138755796, 43.68009265516676], [1.344580413163727, 43.679646616536374], [1.346099904862504, 43.678815944815504], [1.347560608200634, 43.67799041865675], [1.348621178273334, 43.6773950817088]]], ""type"": ""MultiLineString""}";31032;Aussonne;Ouest;non;2;RC;;1736;0;0;
43.564530805555194, 1.5404697553040387;"{""coordinates"": [[[1.54189967012919, 43.563276716088374], [1.541069500392988, 43.56378343035051], [1.539442877602058, 43.56472031775189], [1.540479348995802, 43.565679855161534], [1.540967985977191, 43.565498942210255]]], ""type"": ""MultiLineString""}";31506;Saint-Orens de Gameville;Est;non;2;RC;;435;0;0;
43.7072838122282, 1.3574798031522473;"{""coordinates"": [[[1.357220172334756, 43.70644036934856], [1.357739433969739, 43.708127255107826]]], ""type"": ""MultiLineString""}";31205;Gagnac-sur-Garonne;Nord;oui;4;RV;passerelle;192;2009;0;
43.55524541014158, 1.3586610297116495;"{""coordinates"": [[[1.359893824784355, 43.55655109271009], [1.359800746680625, 43.55628603408042], [1.359726118367861, 43.55614389878138], [1.359645717908531, 43.556003755660456], [1.35955579747016, 43.55587333338613], [1.359465153466049, 43.555769869165594], [1.359350934751587, 43.555654641994344], [1.359162740458464, 43.555491980191825], [1.358926491470491, 43.555322472040864], [1.35774352175901, 43.55461809574783], [1.357531533962563, 43.554492158642766], [1.357454186517985, 43.554425189628326], [1.357370431786436, 43.554304187151594], [1.357344747044607, 43.55422498534655], [1.357303892769195, 43.554073733557125]]], ""type"": ""MultiLineString""}";31157;Cugnaux;Sud;oui;1;RC;voie verte;357;2013;0;REV 5 Sud
43.558387188788345, 1.3600820994975398;"{""coordinates"": [[[1.360629392132328, 43.56008815637803], [1.360605795588195, 43.56003699246077], [1.360429346040267, 43.55976867543129], [1.360108456002035, 43.559408061198376], [1.360070511485323, 43.559333873494644], [1.360056383751063, 43.55924913070653], [1.360045065964433, 43.55896888276083], [1.359977789936261, 43.55777995199891], [1.359933623994185, 43.5567954285773], [1.359893824784355, 43.55655109271009]]], ""type"": ""MultiLineString""}";31157;Cugnaux;Sud;oui;1;RC;voie verte;405;2013;0;REV 5 Sud
43.65206236922367, 1.496978692187146;"{""coordinates"": [[[1.497719236007279, 43.651847468546535], [1.497721716014061, 43.651878658773896], [1.497704745576294, 43.651912795763046], [1.49765920156722, 43.65194225869193], [1.497434128824643, 43.652003223431095], [1.49736447116842, 43.652019080569055], [1.497068242739589, 43.65205000040296], [1.496895697123558, 43.652089405933005], [1.496522133671016, 43.652152864930585], [1.496384267492278, 43.652134813561624], [1.4961741512796, 43.65215880063953]]], ""type"": ""MultiLineString""}";31561;L'Union;Nord;oui;2;RC;piste cyclable;136;0;0;
43.70907391768742, 1.4361982684739512;"{""coordinates"": [[[1.43582545022548, 43.71135887428091], [1.436300105247947, 43.70842871302895], [1.436989191843888, 43.70632432362316]], [[1.434679155591552, 43.71263933325044], [1.434684779523278, 43.71243974489462], [1.434726725375663, 43.712339790123686], [1.434788894183048, 43.71228257111441]]], ""type"": ""MultiLineString""}";31116;Castelginest;Nord;non;2;RC;;610;0;0;
43.69174678923708, 1.3568270821373156;"{""coordinates"": [[[1.356390223607966, 43.69193670221435], [1.356732890807638, 43.691800401138345], [1.357107513283963, 43.69161630241043], [1.357252323358034, 43.691532400551544]]], ""type"": ""MultiLineString""}";31541;Seilh;Ouest;oui;3;RC;piste cyclable;83;2011;0;
43.66835582984307, 1.4213024473400813;"{""coordinates"": [[[1.421164508464777, 43.66847686812204], [1.421215409924498, 43.66846083294978], [1.421426431529841, 43.668213705046796]]], ""type"": ""MultiLineString""}";31022;Aucamville;Nord;oui;5;IC;itineraire conseille;37;0;0;
43.626503030688475, 1.2981910666765566;"{""coordinates"": [[[1.296213839406823, 43.62474344180981], [1.296513470077012, 43.62496380867838], [1.296869947298387, 43.62528593461521], [1.297275033402442, 43.625659596538306], [1.297874181498865, 43.62625832978714], [1.29816368601041, 43.62661295150731], [1.298248017329667, 43.62670644743598], [1.298573021053643, 43.626967724166064], [1.298744192235238, 43.6270866153118], [1.299423640927114, 43.627563076087895], [1.299888378874623, 43.627878615082516], [1.300242782150566, 43.62817232497793]]], ""type"": ""MultiLineString""}";31417;Pibrac;Ouest;oui;5;IC;itineraire conseille;502;0;0;
43.62244446832047, 1.2800336764991826;"{""coordinates"": [[[1.279281131768784, 43.622956482952404], [1.279272754823842, 43.62286154256728], [1.2792703868638, 43.62279829444391], [1.279297695424981, 43.62274176819214], [1.279440676618114, 43.622612700521536], [1.27968799809178, 43.622471027583856], [1.279867398607907, 43.62239429879285], [1.28003098706326, 43.62237204531721], [1.280102762419445, 43.6223641985687], [1.280366341280998, 43.622336381042615], [1.280790994521802, 43.622236961780125], [1.281019239200888, 43.62221582850349]]], ""type"": ""MultiLineString""}";31417;Pibrac;Ouest;oui;3;RC;voie verte;180;0;0;
43.60069601082634, 1.343784946457488;"{""coordinates"": [[[1.344800028429458, 43.60091455028349], [1.344685286126997, 43.60090834820301], [1.344400486600088, 43.60092299813349], [1.344115783547058, 43.60086786807067], [1.343952424116516, 43.600783841984544], [1.343739104068279, 43.60066925085838], [1.343535555348674, 43.60058080957249], [1.343385787250343, 43.60051776976236], [1.343192981227134, 43.600462137736805], [1.34296994641351, 43.600462741390466], [1.342772974107605, 43.60049351679692]]], ""type"": ""MultiLineString""}";31149;Colomiers;Ouest;oui;3;RC;voie verte;177;2019;0;
43.61375371940947, 1.4888291731922059;"{""coordinates"": [[[1.488788104341137, 43.612739376841645], [1.488689126636968, 43.61301585051723], [1.488648278255421, 43.613141378391774], [1.488588577045501, 43.61331123343622], [1.488538554285841, 43.61344047807698], [1.488498905292572, 43.61357358524225], [1.488500781247996, 43.613716464373816], [1.488517326571213, 43.61383485296532], [1.488549195031079, 43.61388334330832], [1.488624932314906, 43.61396054810366], [1.488722818086673, 43.61403696930216], [1.488842648241752, 43.61412585726024], [1.489185653346079, 43.61427223500854], [1.489597268528656, 43.61444750858945]]], ""type"": ""MultiLineString""}";31044;Balma;Est;oui;2;RC;piste cyclable;237;2005;0;
43.63617537650339, 1.3860233811939906;"{""coordinates"": [[[1.387911696230323, 43.63611966835016], [1.38786582885576, 43.63613631352974], [1.387784993118594, 43.6361413137181], [1.385887693840367, 43.63617839219722], [1.385070978899275, 43.636175955522084], [1.384675229148498, 43.63619712984662], [1.384478943292779, 43.63620551331431], [1.38435756350316, 43.63621939184681], [1.384270908853797, 43.636252669346575], [1.384207508096645, 43.636275146538765], [1.384151470068515, 43.63630884988572]]], ""type"": ""MultiLineString""}";31069;Blagnac;Ouest;oui;3;RC;piste cyclable;306;0;0;
43.67873774262161, 1.3227936012571808;"{""coordinates"": [[[1.322002265088739, 43.67698212791119], [1.322033308138993, 43.677149872406005], [1.3221647077941, 43.67739515254888], [1.322435965937725, 43.677772252184056], [1.322691698018703, 43.67814258855901], [1.322834094095279, 43.6784324339433], [1.322903153094103, 43.6785872722509], [1.322950950170505, 43.678689884061946], [1.322981902120291, 43.67878666670427], [1.322970668037679, 43.678833874283946], [1.322944145854151, 43.6788601279231], [1.322970238738809, 43.67893605372807], [1.323037646307548, 43.6789584164298], [1.323077282825349, 43.679004186127024], [1.323149765207623, 43.679188385481254], [1.323238181034699, 43.67943233372562], [1.323272288552484, 43.679573613752325], [1.323277793270851, 43.67970990799579], [1.323249553490047, 43.67983738439478], [1.323214238920208, 43.67992127515842], [1.323107100817178, 43.68008873114357], [1.322993733939769, 43.680239100349105], [1.322937077115591, 43.68035118500428], [1.322871212347794, 43.68046791824699], [1.322895198322783, 43.68051449285009]]], ""type"": ""MultiLineString""}";31032;Aussonne;Ouest;oui;2;RC;piste cyclable;423;2023;0;
43.693562388071896, 1.4290992774404796;"{""coordinates"": [[[1.428614825604393, 43.69296073088046], [1.428618322815732, 43.692987251672164], [1.428755117403926, 43.693166218956534], [1.428819625103327, 43.693211202869335], [1.429591397366556, 43.69416539855857]]], ""type"": ""MultiLineString""}";31116;Castelginest;Nord;oui;3;RC;piste cyclable;156;0;0;
43.52940199114538, 1.32949863558969;"{""coordinates"": [[[1.327957099161667, 43.52993931403721], [1.328058253072259, 43.52987871536854], [1.328121375160157, 43.529914286755506], [1.328175525400643, 43.529942207228096], [1.328226045600328, 43.52995401227746], [1.328287356590418, 43.52994225832979], [1.328367170694189, 43.529912692804956], [1.329760110335701, 43.52928172470657], [1.330567916073632, 43.52895586986047], [1.331054985885943, 43.52875772718829]]], ""type"": ""MultiLineString""}";31588;Villeneuve-Tolosane;Sud;oui;2;RC;piste cyclable;291;0;0;
43.528349332120335, 1.332069689657173;"{""coordinates"": [[[1.331056311690764, 43.52875584676031], [1.332060420334997, 43.52835509079932], [1.333081665481082, 43.527939339115356]]], ""type"": ""MultiLineString""}";31588;Villeneuve-Tolosane;Sud;oui;2;RC;piste cyclable;187;0;0;
43.68425826621807, 1.3876844079686177;"{""coordinates"": [[[1.388678466859522, 43.6837573111539], [1.388420559587025, 43.68374285486925], [1.388175485510474, 43.683741750529784], [1.388086232907128, 43.6837797949969], [1.38801482084699, 43.683843535265744], [1.387918397193909, 43.68400357111044], [1.387802465155175, 43.68416155091507], [1.387658123368822, 43.684302262951476], [1.387450721943629, 43.68447272357598], [1.387193369965573, 43.68466925677368], [1.386741124256139, 43.684987155875184]]], ""type"": ""MultiLineString""}";31182;Fenouillet;Nord;oui;2;RC;piste cyclable;223;0;0;
43.601531916663575, 1.3245644149053712;"{""coordinates"": [[[1.323411542667855, 43.59994458673941], [1.323397884424313, 43.60005894864671], [1.323358384175872, 43.60039163790369], [1.323464915215767, 43.60048247465746], [1.323357031326068, 43.600548686811265], [1.326143314335737, 43.60292664404951], [1.326171041745498, 43.60297987460164], [1.326171699836152, 43.6030186727145]]], ""type"": ""MultiLineString""}";31149;Colomiers;Ouest;oui;2;RC;piste cyclable;432;0;0;
43.608243800372755, 1.5101446251673851;"{""coordinates"": [[[1.510762263040919, 43.60857801572704], [1.510724369746298, 43.60849353339123], [1.510658359231669, 43.60846466811678], [1.510584577169184, 43.60843290839129], [1.509483007656673, 43.607954034622445]]], ""type"": ""MultiLineString""}";31044;Balma;Est;oui;5;IC;itineraire conseille;126;0;0;
43.595387876764555, 1.5041923471585323;"{""coordinates"": [[[1.504546796737274, 43.59556622956376], [1.504444555735134, 43.59557901677098], [1.504069593173834, 43.59529901553806], [1.503849774177553, 43.59515186933988]]], ""type"": ""MultiLineString""}";31044;Balma;Est;oui;3;RC;voie verte;76;2007;0;
43.590194664771296, 1.5246094030199426;"{""coordinates"": [[[1.525185903639252, 43.58993217610174], [1.524635018214725, 43.59024138968934]], [[1.51928183198892, 43.59210264877002], [1.519249092623384, 43.59211660408391]]], ""type"": ""MultiLineString""}";31044;Balma;Est;oui;4;RV;reseau vert;59;0;0;
43.63261482386286, 1.2280193800049302;"{""coordinates"": [[[1.23100731683019, 43.63541783605728], [1.230772634750041, 43.63528284811246], [1.230607721501603, 43.63500229474294], [1.230529486914698, 43.634806857278555], [1.230464668795662, 43.634691606830785], [1.230161792671442, 43.63455747726473], [1.229726774947193, 43.63427850170121], [1.229356126442486, 43.63399574933726], [1.229124466840811, 43.63384747290473], [1.228864323205556, 43.63359592720891], [1.228513665183235, 43.63339250750105], [1.228280667872123, 43.63304673069941], [1.228151887942029, 43.63296599475247], [1.228066690463409, 43.632854460155876], [1.227963758057148, 43.63250432127469], [1.227646906867949, 43.632130325513494], [1.227408008954192, 43.63181946418173], [1.226356666108563, 43.63086055219453], [1.225550869156805, 43.6303185330868], [1.225158583067526, 43.63010064994142], [1.224851944323286, 43.62996069522246]]], ""type"": ""MultiLineString""}";31417;Pibrac;Ouest;oui;4;RV;reseau vert;802;0;0;
43.64337878167971, 1.2846354403226956;"{""coordinates"": [[[1.285894269315162, 43.64208284336106], [1.285741688865533, 43.64275792337622], [1.285539459917065, 43.643143967681254], [1.28549306754735, 43.64326275287935], [1.284773941649703, 43.64429589370701], [1.284338178729198, 43.64484723618637], [1.28380607715481, 43.64524629740653], [1.283385051165596, 43.6455527192094], [1.28268429175668, 43.64620472136628], [1.281998534791246, 43.646745213354], [1.281387924582522, 43.64716056253816], [1.280902439352125, 43.64742663701286], [1.280478482213339, 43.64760245352822], [1.280420725265852, 43.64762651580067]], [[1.288653784228591, 43.63843829937289], [1.288121745409628, 43.638542181712346], [1.288035460011949, 43.63855935979474]], [[1.287266554927676, 43.638723491634465], [1.286868098212188, 43.63900932198826], [1.286717899734249, 43.63917918112547], [1.286464429243973, 43.639665044843426], [1.286299230772221, 43.63994735725368], [1.28619142042197, 43.64022452588388], [1.286038207006041, 43.640491810169735], [1.286049000633483, 43.640767239553185], [1.286082833628249, 43.641435534381166], [1.28598872755653, 43.64182352918973], [1.285926542609391, 43.64195162867162]]], ""type"": ""MultiLineString""}";31150;Cornebarrieu;Ouest;oui;4;RV;reseau vert;1218;0;0;
43.53855644559047, 1.3186923463385496;"{""coordinates"": [[[1.32575705611958, 43.536469828483895], [1.32486081030541, 43.536788234870066], [1.323423201670776, 43.5372787156777], [1.322952348376575, 43.53743628875067], [1.321505415207035, 43.53793801534456], [1.320838513475151, 43.53815058725273], [1.320017806291347, 43.538306897151024], [1.319791713696546, 43.53837109600545], [1.319426975208106, 43.53848135334865], [1.319005320953756, 43.538574068136505], [1.317144650642704, 43.53900484057025], [1.315589051696918, 43.53939102996162], [1.31499621928016, 43.539529491713004], [1.314332034304038, 43.53965689768184], [1.313935437435078, 43.53972805789295], [1.311652221186439, 43.54029778923173], [1.311533631875239, 43.540311851535904]]], ""type"": ""MultiLineString""}";31157;Cugnaux;Sud;oui;4;RV;reseau vert;1227;0;0;
43.6118460580353, 1.4854848804844671;"{""coordinates"": [[[1.485515470222962, 43.611755459598825], [1.485454290745972, 43.61193665647176]]], ""type"": ""MultiLineString""}";31044;Balma;Est;oui;2;RC;passerelle;21;0;0;
43.54924540098938, 1.544316018750049;"{""coordinates"": [[[1.545071948371983, 43.54811185164852], [1.545093587263988, 43.54814233068216], [1.545076507467154, 43.548188587346374], [1.545009412528436, 43.54826658267487], [1.54493469882473, 43.54837501067958], [1.544874502972186, 43.54848810832071], [1.544814860162967, 43.54857797608077], [1.544751748277364, 43.548679418504314], [1.544633623731745, 43.54881037226308], [1.544346948326233, 43.54904376542612], [1.544196776283117, 43.54917896360523], [1.544108905662754, 43.54931378389742], [1.544049500865651, 43.54946058319465], [1.543948421970238, 43.54987486899136], [1.543884200084726, 43.550022768755696], [1.543848942747873, 43.55016173787641], [1.543795626088014, 43.55025400926142], [1.543694854730063, 43.550327092436056], [1.543572653255707, 43.55036040666368]]], ""type"": ""MultiLineString""}";31506;Saint-Orens de Gameville;Est;oui;3;RC;voie verte;288;2019;0;
43.60345508202048, 1.5128940213362296;"{""coordinates"": [[[1.511217300875807, 43.60457451000689], [1.511422640493616, 43.60441327448602], [1.511585775735279, 43.60429052159654], [1.511851217982273, 43.60411364095418], [1.512051798120624, 43.60401386601214], [1.51245304340519, 43.60380769596197], [1.512655216808373, 43.60368617312958], [1.512863796043356, 43.60357321064955], [1.513206385343778, 43.60337134083052], [1.513319094450711, 43.60331728640412], [1.513519800783487, 43.603208051044234], [1.513736146148004, 43.60309703413688], [1.51380325532167, 43.60304548608422], [1.513881153134008, 43.60296752375821], [1.513986383241396, 43.60279420298191], [1.514062474455836, 43.602562956347626], [1.514023212240365, 43.60229397305094], [1.514002946912675, 43.60206391827032], [1.513996794002895, 43.60202254418639]]], ""type"": ""MultiLineString""}";31044;Balma;Est;oui;3;RC;voie verte;388;0;0;
43.682050285495734, 1.4402259509536022;"{""coordinates"": [[[1.441565865254651, 43.68362324432292], [1.441234380365388, 43.683259424505145], [1.440849042775732, 43.682969208499266], [1.440349767930017, 43.68268365294427], [1.439898686653505, 43.68240493998352], [1.439822041377809, 43.68228617926487], [1.439794419527273, 43.68180869759458], [1.439717602044124, 43.68058494284084], [1.439647232330001, 43.68027004584634], [1.439629481288236, 43.68021920931266], [1.439592607654227, 43.680184693241706], [1.439507102674485, 43.68013597692261]]], ""type"": ""MultiLineString""}";31186;Fonbeauzard;Nord;oui;4;RV;reseau vert;451;0;0;
43.60933733844228, 1.4859126072056612;"{""coordinates"": [[[1.485720086522575, 43.610726765374274], [1.485711978463775, 43.610666056049396], [1.485677930529441, 43.61058821775129], [1.485710538073463, 43.6104929041768], [1.485773483790357, 43.610462154183935], [1.485802676342799, 43.61042358202554], [1.485764488513345, 43.61036179814292], [1.485756399584214, 43.61028983085312], [1.485881656983864, 43.60981487263629], [1.485942161521677, 43.60949742836165], [1.485979694005613, 43.609148591200174], [1.486012992940894, 43.608363557418286], [1.486034956893968, 43.60791809846957], [1.486036799626953, 43.60788026812217]]], ""type"": ""MultiLineString""}";31044;Balma;Est;non;2;RC;voie verte;323;0;0;
43.69935015485156, 1.4501009497506352;"{""coordinates"": [[[1.448496535648434, 43.700959669899085], [1.448324089822284, 43.7005420257781], [1.448352230894855, 43.70040411214851], [1.448557293481278, 43.70029502089995], [1.448853173524756, 43.7002169175121], [1.449291916898767, 43.700002742224925], [1.449587281435622, 43.69987164961743], [1.449852378498759, 43.69975924069822], [1.450420219300882, 43.69945713491771], [1.450587220055565, 43.699275838647225], [1.450964255024028, 43.698825588793014], [1.451283899704803, 43.69837583750738], [1.451471364738302, 43.69804521096816], [1.451567904119063, 43.69777915841875], [1.451682429192024, 43.697618264843896], [1.45180654054249, 43.6975151590822], [1.451816622232541, 43.6974509006526]]], ""type"": ""MultiLineString""}";31116;Castelginest;Nord;oui;4;RV;reseau vert;513;0;0;
43.607175658366025, 1.3131708424727786;"{""coordinates"": [[[1.312773870053618, 43.606922295286715], [1.312847386113527, 43.60696269709846], [1.312856638755122, 43.607030902685366], [1.31283348911178, 43.60709030073709], [1.312874807125985, 43.607262873443645], [1.312934763577029, 43.60733532283481], [1.313024561046842, 43.60733802693764], [1.313533135565208, 43.60721678424215], [1.31351199542467, 43.606930857234076], [1.313505737444378, 43.606915663155014], [1.313479769149001, 43.60691164363241]]], ""type"": ""MultiLineString""}";31149;Colomiers;Ouest;oui;5;IC;itineraire conseille;137;0;0;
43.58431499509672, 1.4393346983820416;"{""coordinates"": [[[1.439301199697907, 43.58451889364941], [1.439314797424371, 43.584514059350674], [1.439333584248574, 43.584497593786], [1.439343508351133, 43.58448386048847], [1.439350521763638, 43.58446674978147], [1.439347467526187, 43.584354637384884], [1.439388902981487, 43.58435376380667], [1.439385146484226, 43.5842507127637], [1.4393616276685, 43.58422507311732], [1.439324387080345, 43.58420282570374], [1.439284436672414, 43.584184364106676], [1.439196348629119, 43.58417074738678]]], ""type"": ""MultiLineString""}";31555;Toulouse;Centre;oui;3;RC;voie verte;53;0;0;
43.57768749723082, 1.384814157276137;"{""coordinates"": [[[1.384824862046639, 43.57839535752297], [1.384472552380384, 43.57769627037862], [1.384570106878603, 43.57761761426709], [1.384840345222078, 43.5774826971235], [1.385259174808839, 43.577332945697414], [1.385157206597548, 43.57711636854997]]], ""type"": ""MultiLineString""}";31555;Toulouse;Ouest;oui;4;RV;reseau vert;184;0;0;
43.520841529809815, 1.3453282148417889;"{""coordinates"": [[[1.344816080833477, 43.52142175607061], [1.345840348850101, 43.52026130354903]]], ""type"": ""MultiLineString""}";31588;Villeneuve-Tolosane;Sud;oui;5;IC;itineraire conseille;153;0;0;
43.64201213262015, 1.3854891071505444;"{""coordinates"": [[[1.384288649405107, 43.64161091941332], [1.384395583091224, 43.64168561658814], [1.384450490778889, 43.641756092288745], [1.384576601370037, 43.641772289825205], [1.384709256235024, 43.64178665031312], [1.384849567406837, 43.64181148286075], [1.385110494508367, 43.641870441954005], [1.385273888889233, 43.64191817413803], [1.385456701987131, 43.641973638290565], [1.385619970976523, 43.6420289391961], [1.38577669610306, 43.64208607504178], [1.385880320462445, 43.64212384381594], [1.38658638895618, 43.642373870072156], [1.386710671505192, 43.642423164760416]]], ""type"": ""MultiLineString""}";31069;Blagnac;Ouest;oui;3;RC;piste cyclable;218;0;0;
43.64139547378672, 1.3813425422680845;"{""coordinates"": [[[1.381536947301052, 43.64170318780669], [1.381148137235116, 43.64108775976677]]], ""type"": ""MultiLineString""}";31069;Blagnac;Ouest;oui;3;RC;piste cyclable;75;0;0;
43.61639370748796, 1.212453416244443;"{""coordinates"": [[[1.212001577504381, 43.6166094831309], [1.212853988798004, 43.61620289815491]], [[1.212853988798004, 43.61620289815491], [1.212901457906274, 43.61617124704337]]], ""type"": ""MultiLineString""}";31088;Brax;Ouest;oui;4;RV;reseau vert;87;0;0;
43.69254811651277, 1.4260568722513194;"{""coordinates"": [[[1.425580611689879, 43.69249548149974], [1.426023681055375, 43.692550148362805], [1.426534197128752, 43.6925901998684]]], ""type"": ""MultiLineString""}";31116;Castelginest;Nord;oui;3;RC;piste cyclable;77;0;0;
43.60682337257534, 1.3378756421104525;"{""coordinates"": [[[1.337250723003788, 43.60787980554179], [1.337259537042382, 43.60778501836987], [1.337306920506854, 43.60772519733072], [1.337589683738176, 43.607401272125344], [1.337767779153517, 43.60718428421608], [1.337832228133535, 43.60714606062033], [1.337838156960656, 43.60710259149793], [1.337917973752744, 43.6070796411023], [1.337873739613077, 43.60699883010901], [1.337884546845245, 43.60689768692035], [1.337946370089394, 43.60670427361899], [1.338050190149522, 43.60649136136703], [1.338161778817771, 43.60635893915023], [1.338333742259494, 43.606197717684736], [1.338115177705425, 43.60571893436663]]], ""type"": ""MultiLineString""}";31149;Colomiers;Ouest;oui;3;RC;piste cyclable;271;0;0;
